case_id,main_analytic,issue_check_pass,attention_pass,major_party_identifier,intent,vignette,candidate_party,party_bloc,party_id_detail,ingroup3,state,sex,sex_num,age,edu,hincome,ideology,ft_rul,ft_opp,cm_1,cm_2,cm_3,cm_4,cm_5,cm_1_bin,cm_2_bin,cm_3_bin,cm_4_bin,cm_5_bin,conspiracy,conspiracy_z,conspiracy_full,conspiracy_additive,negative,enthusiasm,competent,sincere,trustworthy,undemocratic_perception
1697,1,1,1,1,0,Court,opposition,ruling,Labor,Out-group,QLD,female,0,38,0.5,0.2857142857142857,0.5,0.7,0,16,4,4,4,4,1,1,1,1,1,0.4642967062915882,0.5120949478098947,0.43849888084971844,5,0.125,0,0.75,0.25,0.5,0.25
1698,1,1,1,0,0,Court,ruling,Independent,No party ID,Independent,NSW,female,0,30,1,0.6428571428571429,0.5,0.82,0.605,14,4,2,2,2,0,1,0,0,0,-1.4666426087136961,-1.6176299766669588,-1.5181329032024826,1,0.375,0.25,0.5,0.25,0.25,0.5
1699,0,0,0,0,1,Election,opposition,Independent,No party ID,Independent,VIC,male,1,10,0.5,0.07142857142857142,0.3333333333333333,0.52,0.58,15,4,3,4,3,0,1,0,1,0,,,-0.20555245180863324,2,0.375,0.75,1,0.5,0.5,1
1700,0,0,0,0,2,Protests,ruling,Independent,No party ID,Independent,QLD,female,0,26,0.5,0.5,,0.5,0.5,16,4,4,4,4,1,1,1,1,1,,,0.43849888084971844,5,0,0,0.5,0.5,0,0.5
1701,0,0,1,0,2,Control,ruling,Independent,Greens,Independent,SA,female,0,33,1.5,0.8571428571428571,0.16666666666666666,0.65,0.365,17,4,4,3,4,1,1,1,0,1,,,0.23433866701019676,4,0,0,0.5,0.5,0.5,0.25
1702,1,1,0,0,2,Protests,opposition,Independent,No party ID,Independent,NSW,male,1,14,0.5,0.5714285714285714,0.5,0.54,0.345,17,5,2,4,4,1,1,0,1,1,0.38673366059259817,0.42654697105070577,0.3699371190150614,4,0.125,0.5,1,0,0.5,0.5
1703,0,0,1,0,1,Protests,ruling,Independent,No party ID,Independent,WA,male,1,29,1,0.5,0.8333333333333334,0,0.5,17,4,5,3,4,1,1,1,0,1,,,0.4050578109306094,4,0,0.25,0.75,0.75,0.75,0.5
1704,0,0,0,0,1,Control,opposition,Independent,No party ID,Independent,QLD,male,1,4,0.5,0.9285714285714286,0.6666666666666666,0.85,0.75,16,4,3,3,4,1,1,0,0,1,,,-0.06648482243844296,3,0.5,0.5,0.25,0.75,0.5,0.5
1705,1,1,0,0,2,Election,ruling,Independent,No party ID,Independent,QLD,female,0,41,0.5,0.42857142857142855,0.6666666666666666,0.66,0.69,16,4,4,4,4,1,1,1,1,1,0.4642967062915882,0.5120949478098947,0.43849888084971844,5,0.25,0.5,0.75,0.5,0.75,0.5
1706,0,0,1,0,2,Court,opposition,Independent,No party ID,Independent,VIC,female,0,20,0.5,0,,0.5,0.5,15,3,3,3,3,0,0,0,0,0,,,-0.6825891916543231,0,0.5,0.5,0.5,0.5,0.5,0.5
1707,1,1,1,0,0,Protests,ruling,Independent,Greens,Independent,QLD,female,0,15,1.5,0.8571428571428571,0.16666666666666666,0.63,0.02,14,5,1,2,4,0,1,0,0,1,-0.82543627296745,-0.9104129738542545,-0.8596241802255302,2,0.875,0,0.25,0.5,0,1
1708,1,1,1,1,3,Court,opposition,ruling,Labor,Out-group,NSW,female,0,23,1.5,0.8571428571428571,0.3333333333333333,0.95,0.15,16,4,4,4,4,1,1,1,1,1,0.4642967062915882,0.5120949478098947,0.43849888084971844,5,0.125,0.5,0.75,0.75,0.5,1
1709,0,0,1,1,0,Control,opposition,opposition,Coalition,In-group,NSW,male,1,24,1.5,0.8571428571428571,0.16666666666666666,0.92,0.9,16,4,4,4,5,1,1,1,1,1,,,0.7817267240594304,5,0.75,0.75,0.25,0.75,0,1
1710,1,1,1,0,2,Election,ruling,Independent,No party ID,Independent,NSW,female,0,30,,0.07142857142857142,,0.42,0.48,15,4,5,3,5,0,1,1,0,1,0.524569989020095,0.5785732216268996,0.48807696308386717,3,0.125,0,0.5,0.25,0.5,0.5
1711,1,1,1,1,3,Protests,opposition,ruling,Labor,Out-group,VIC,male,1,18,1.5,0.9285714285714286,0.5,0.6,0.47,16,5,5,5,5,1,1,1,1,1,1.454476493093598,1.6042113883825735,1.429482607825533,5,0,0.25,0.75,1,0.75,0.25
1712,0,0,1,0,2,Court,ruling,Independent,No party ID,Independent,VIC,female,0,3,1.5,0.2857142857142857,0.8333333333333334,0.21,0.59,15,5,5,4,3,0,1,1,1,0,,,0.278658016510133,3,0.625,0.75,1,0.25,0.5,1
1713,0,0,1,0,2,Election,opposition,Independent,One Nation,Independent,QLD,female,0,24,1,0.42857142857142855,,0.1,0.1,17,5,5,5,5,1,1,1,1,1,,,1.55958695335376,5,0,0,0,0.25,1,0.75
1714,1,1,1,0,2,Control,ruling,Independent,Greens,Independent,VIC,male,1,25,1.5,0.35714285714285715,0,0.73,0.085,15,4,3,3,1,0,1,0,0,0,-1.1688057451571112,-1.2891315164537052,-1.226272697595806,1,0,0,0.5,0.5,0.5,0.5
1715,1,1,1,0,2,Election,ruling,Independent,No party ID,Independent,VIC,female,0,7,1.5,0.21428571428571427,0.16666666666666666,0.38,0.575,16,4,3,3,4,1,1,0,0,1,-0.039438068594658385,-0.043498123947536715,-0.06648482243844296,3,0,0,0.5,0.25,0.25,0.25
1716,1,1,0,0,2,Control,opposition,Independent,Greens,Independent,QLD,male,1,13,0.5,0.21428571428571427,0.3333333333333333,0.34,0.36,15,3,3,3,3,0,0,0,0,0,-0.6538015661537888,-0.7211088822311932,-0.6825891916543231,0,0.375,0.25,0.5,0.5,0.5,0.25
1717,1,1,0,0,1,Court,opposition,Independent,No party ID,Independent,SA,female,0,14,1,0.42857142857142855,0.5,0.6,0.225,17,5,3,3,4,1,1,0,0,1,0.2411090319914434,0.26593063332353306,0.20639170356772518,3,0.25,0.25,0.5,1,0.25,0.5
1718,1,1,1,0,0,Protests,ruling,Independent,No party ID,Independent,VIC,female,0,25,1,0.7142857142857143,0.16666666666666666,0.6,0.1,16,4,2,2,2,1,1,0,0,0,-1.210805637426962,-1.335455197730141,-1.2579242121460283,2,0.125,0,0.5,0.5,0.5,0.75
1719,1,1,1,1,0,Protests,ruling,ruling,Labor,In-group,NSW,male,1,17,1,0.6428571428571429,0,1,0,17,5,5,5,5,1,1,1,1,1,1.582394978736965,1.7452987778509825,1.55958695335376,5,0.75,0,0,0,0,1
1720,0,0,1,0,4,Control,ruling,Independent,One Nation,Independent,NSW,male,1,24,0,0.8571428571428571,0.5,0.89,0.91,17,5,5,4,5,1,1,1,1,1,,,1.2253223939860112,5,0.875,0.75,0,0.75,0.25,1
1721,1,1,1,0,0,Court,opposition,Independent,One Nation,Independent,NSW,male,1,24,0.5,0.9285714285714286,0.8333333333333334,0.71,0.895,13,1,1,2,2,0,0,0,0,0,-2.2315020123278138,-2.4612298365584806,-2.2472729340849456,0,0.375,0,0.25,0.5,0.75,1
1722,1,1,1,0,2,Election,ruling,Independent,No party ID,Independent,VIC,female,0,48,1.5,0.7857142857142857,0.6666666666666666,0.49,0.5,16,5,3,1,3,1,1,0,0,0,-0.8699852541123534,-0.9595481666420663,-0.9354696039057115,2,0.25,0,0.5,0.25,0.25,1
1723,1,1,1,1,2,Election,opposition,ruling,Labor,Out-group,VIC,male,1,24,1.5,0.8571428571428571,0.16666666666666666,0.72,0.915,17,3,5,3,4,1,0,1,0,1,0.2939619483910656,0.32422463174847005,0.26228563045266834,3,0.625,0.75,0,0.5,0.25,0.75
1724,0,0,0,0,2,Court,opposition,Independent,No party ID,Independent,VIC,female,0,29,0.5,0,0.6666666666666666,0.47,0.755,15,3,3,3,2,0,0,0,0,0,,,-1.025817034864035,0,0.5,0.75,0.75,1,0.25,0.5
1725,0,0,1,1,2,Protests,opposition,ruling,Labor,Out-group,VIC,male,1,34,1,0.9285714285714286,0.6666666666666666,0.72,0.37,15,3,3,3,3,0,0,0,0,0,,,-0.6825891916543231,0,0.5,0.5,0.75,0.25,0.75,0.25
1726,1,1,1,0,2,Control,ruling,Independent,No party ID,Independent,VIC,female,0,15,0.5,0.35714285714285715,1,0.43,0.595,13,4,3,2,3,0,1,0,0,0,-1.0816896242414886,-1.193046998107652,-1.1342902616005852,1,0.5,0.75,0.5,0,0.25,1
1727,0,0,1,1,1,Court,ruling,opposition,Coalition,Out-group,NSW,male,1,13,1.5,0.9285714285714286,0,0.29,0.555,16,5,3,4,5,1,1,0,1,1,,,0.7537797606169588,4,0.5,0.75,0.25,1,0.25,1
1728,1,1,1,1,1,Protests,opposition,ruling,Labor,Out-group,NSW,female,0,2,0.5,0.35714285714285715,0.16666666666666666,0.84,0.635,15,3,3,2,1,0,0,0,0,0,-1.6461140618435466,-1.815577588998668,-1.7033094374414959,0,0.625,0,0.25,0.25,0.5,1
1729,1,1,1,0,2,Election,opposition,Independent,No party ID,Independent,QLD,male,1,8,0.5,0.9285714285714286,,0.05,0,16,4,4,3,4,1,1,1,0,1,0.1396170045478875,0.15399024306759262,0.10423432148196965,4,0.25,0,0.5,0.75,0.25,0.25
1730,1,1,1,0,2,Control,ruling,Independent,No party ID,Independent,NSW,female,0,14,1.5,0.9285714285714286,0,0,0.63,17,5,5,4,3,1,1,1,1,0,0.5900824830472073,0.6508300710835073,0.5388667075665872,4,0.5,0.5,0.25,0.25,0.25,0.5
1731,0,0,1,0,2,Protests,ruling,Independent,No party ID,Independent,QLD,female,0,9,0,0.8571428571428571,,0.32,0.6,16,4,4,3,3,1,1,1,0,0,,,-0.23899352172774233,3,0.5,0.75,0.75,0,1,0.25
1732,1,1,1,1,4,Court,ruling,ruling,Labor,In-group,ACT,female,0,12,1.5,0.7857142857142857,0.8333333333333334,0.85,0.575,17,4,5,4,5,1,1,1,1,1,1.1050866620505297,1.2188527053060196,1.0825502135080702,5,0.875,0.75,0.75,0,0.75,0.5
1733,0,0,1,1,3,Control,opposition,ruling,Labor,Out-group,NSW,female,0,14,1.5,0.9285714285714286,0.5,0.83,0.55,16,5,2,4,4,1,1,0,1,1,,,0.23983277348683424,4,0.125,0.5,0,0.75,0.5,0.25
1734,1,1,1,1,1,Election,opposition,opposition,Coalition,In-group,VIC,female,0,41,1.5,0.7142857142857143,0.5,0.7,0.615,16,3,4,3,4,1,0,1,0,1,-0.013011610394847342,-0.014351124735068306,-0.038537858995971376,3,0.375,0,0,0,0,1
1735,1,1,1,0,3,Protests,opposition,Independent,No party ID,Independent,VIC,female,0,8,1.5,0.21428571428571427,0.6666666666666666,0.65,0.44,15,3,2,3,3,0,0,0,0,0,-0.8328566392963346,-0.9185972492463224,-0.8533083355747357,0,0.25,0.5,0.5,0.5,0.5,0.5
1736,0,0,0,0,2,Court,ruling,Independent,Independent,Independent,NSW,male,1,3,1.5,0,,0.52,0.5,13,3,2,4,2,0,0,0,1,0,,,-1.122480310473153,1,0.625,0.75,0,0.5,1,0.5
1737,0,0,0,1,2,Court,ruling,ruling,Labor,In-group,SA,male,1,13,1.5,0.9285714285714286,0.6666666666666666,0.81,0.025,16,5,2,3,2,1,1,0,0,0,,,-0.7808874723003385,2,0,0.5,0.75,0.75,0.75,0.25
1738,0,0,1,0,0,Control,opposition,Independent,One Nation,Independent,NSW,male,1,26,1.5,0.7857142857142857,0.8333333333333334,0,0,17,5,5,5,5,1,1,1,1,1,,,1.55958695335376,5,0.125,0,0.25,0,0,1
1739,1,1,1,0,1,Election,ruling,Independent,No party ID,Independent,SA,female,0,46,0.5,0.6428571428571429,,0,0.045,17,5,3,3,4,1,1,0,0,1,0.2411090319914434,0.26593063332353306,0.20639170356772518,3,0,0,0,0,0,0
1740,1,1,1,1,1,Court,opposition,ruling,Labor,Out-group,NSW,male,1,14,1,0.5,0,1,0.81,17,5,5,1,5,1,1,1,0,1,0.28367617176216253,0.3128799588817744,0.22252871588276482,4,0.75,0.75,0.25,1,0.75,0
1741,0,0,1,0,0,Election,ruling,Independent,No party ID,Independent,WA,female,0,39,0.5,0.35714285714285715,0.5,1,0.335,16,4,3,4,3,1,1,0,1,0,,,-0.07544810628040613,3,0.375,0.25,0.5,1,0.5,0.5
1742,0,0,1,1,3,Control,ruling,ruling,Labor,In-group,VIC,female,0,13,1.5,0.8571428571428571,0.5,1,0.715,15,4,4,3,4,0,1,1,0,1,,,-0.02587002404625747,3,0.875,0.25,0.25,0.75,0.5,0.5
1743,1,1,1,0,1,Election,opposition,Independent,No party ID,Independent,NSW,female,0,12,0.5,0.8571428571428571,0.6666666666666666,1,0.62,15,3,3,3,3,0,0,0,0,0,-0.6538015661537888,-0.7211088822311932,-0.6825891916543231,0,0.5,0.5,1,0,0.75,0.25
1744,1,1,1,1,1,Protests,ruling,ruling,Labor,In-group,VIC,female,0,33,1,0.9285714285714286,0.5,1,0,14,2,3,3,2,0,0,0,0,0,-1.2681650637129191,-1.3987196405148494,-1.298693560870203,0,0.125,0,0.5,0.5,0.25,0
1745,0,0,1,1,0,Court,opposition,opposition,Coalition,In-group,NSW,male,1,28,1.5,0.8571428571428571,0.16666666666666666,1,0.64,14,2,5,4,3,0,0,1,1,0,,,-0.2797628704519171,2,1,1,0,1,0,0.75
1746,0,0,1,0,2,Control,ruling,Independent,No party ID,Independent,WA,female,0,17,0.5,0.5,0.5,0.49,0.5,15,3,3,3,3,0,0,0,0,0,,,-0.6825891916543231,0,0,0.5,0,1,0,1
1747,0,0,1,0,1,Protests,opposition,Independent,One Nation,Independent,NSW,male,1,2,1.5,0.42857142857142855,0.3333333333333333,0.87,0.82,16,4,5,4,5,1,1,1,1,1,,,0.9524458679798431,5,0.75,0.75,0.5,0.5,0.25,0.5
1748,1,1,1,1,3,Election,ruling,opposition,Coalition,Out-group,NSW,male,1,29,1.5,0.9285714285714286,0.3333333333333333,0.9,0.55,17,4,3,3,5,1,1,0,0,1,0.4222968140217372,0.46577126653345874,0.4068473662994962,3,0.625,0,0,0,0,1
1749,0,0,0,1,2,Control,ruling,opposition,Coalition,Out-group,NSW,female,0,17,1.5,0.21428571428571427,,0.67,0.615,17,5,4,4,5,1,1,1,1,1,,,1.0546032500655986,5,0.25,0,0.75,0.5,0.5,0.25
1750,0,0,0,0,3,Control,opposition,Independent,No party ID,Independent,QLD,female,0,34,1.5,0.2857142857142857,0.3333333333333333,0,1,13,5,3,3,5,0,1,0,0,1,,,0.029202164664528716,2,0.125,0.25,0.5,0.25,0.5,0.25
1751,1,1,1,1,2,Election,ruling,opposition,Coalition,Out-group,QLD,male,1,14,0.5,0.7857142857142857,0.3333333333333333,0.76,0.71,15,4,5,4,3,0,1,1,1,0,0.18161689681773854,0.20031392434402867,0.135885836032192,3,0.375,0.25,0.75,0.75,0.5,0.75
1752,0,0,0,0,2,Protests,opposition,Independent,No party ID,Independent,NSW,female,0,6,1.5,0.5,0.5,0.66,0.835,15,4,4,3,5,0,1,1,0,1,,,0.31735781916345457,3,0.5,0.5,0.75,0.75,0.5,0
1753,1,1,1,0,2,Court,opposition,Independent,No party ID,Independent,QLD,female,0,43,,0,,0.5,0.5,17,5,5,3,5,1,1,1,0,1,0.9330355752495638,1.0290893683663784,0.8910578346182624,4,0,0,0.75,0.5,0.75,0.25
1754,1,1,0,0,2,Election,ruling,Independent,No party ID,Independent,VIC,male,1,33,1.5,0.7142857142857143,,0,0,17,5,5,5,5,1,1,1,1,1,1.582394978736965,1.7452987778509825,1.55958695335376,5,0,0,0.25,0.25,0.25,0.75
1755,0,0,1,0,2,Protests,opposition,Independent,No party ID,Independent,SA,female,0,38,0.5,0.21428571428571427,1,0.72,0.16,17,5,5,5,5,1,1,1,1,1,,,1.55958695335376,5,0.375,0.75,0,0.75,0,0.5
1756,1,1,1,1,2,Control,opposition,ruling,Labor,Out-group,VIC,male,1,24,1.5,0.9285714285714286,0.6666666666666666,0.6,0.555,16,4,5,3,4,1,1,1,0,1,0.31867207769043343,0.3514786100827221,0.27495346540238225,4,0.375,0,0.5,0.75,0.75,0.25
1757,0,0,1,0,2,Protests,ruling,Independent,No party ID,Independent,NSW,male,1,37,0.5,0.8571428571428571,0,0.23,0.575,15,2,3,3,4,0,0,0,0,1,,,-0.4821335289225521,1,0.5,0.5,0.5,0.5,0.5,0.25
1758,1,1,0,1,0,Court,ruling,ruling,Labor,In-group,WA,female,0,9,1.5,0.9285714285714286,0.6666666666666666,0.9,0.715,17,4,4,3,5,1,1,1,0,1,0.6013518871642831,0.6632596335485881,0.5775665102199088,4,0.75,0.75,1,0.75,0.5,0.75
1759,1,1,1,0,2,Court,opposition,Independent,No party ID,Independent,QLD,female,0,9,1.5,0.7857142857142857,,1,0.01,16,4,4,4,4,1,1,1,1,1,0.4642967062915882,0.5120949478098947,0.43849888084971844,5,0.25,0.25,0.5,0.5,0.5,0.5
1760,0,0,1,0,2,Control,opposition,Independent,No party ID,Independent,NSW,female,0,35,1,0.6428571428571429,,0.22,0.46,17,5,4,4,4,1,1,1,1,1,,,0.7113754068558866,5,0.125,0.25,0.75,0.5,0.75,0.5
1761,0,0,1,1,4,Court,ruling,opposition,Coalition,Out-group,QLD,male,1,20,1.5,0.7142857142857143,1,0.95,0.95,15,3,5,5,5,0,0,1,1,1,,,1.013833901341424,3,0.5,0.5,0,0,1,0
1762,0,0,1,0,2,Election,ruling,Independent,No party ID,Independent,NSW,female,0,12,0.5,0,,0.5,0.5,15,3,3,3,3,0,0,0,0,0,,,-0.6825891916543231,0,1,0,0.5,0.5,0.5,0.5
1763,0,0,1,0,3,Protests,ruling,Independent,No party ID,Independent,QLD,female,0,29,1.5,0.8571428571428571,0.5,1,0.26,15,2,4,4,3,0,0,1,1,0,,,-0.3203776688441026,2,0.125,0.25,0.75,1,1,0.75
1764,0,0,0,1,4,Election,opposition,ruling,Labor,Out-group,QLD,male,1,31,1,0.7857142857142857,0,0.81,1,17,5,4,5,4,1,1,1,1,1,,,1.0456399662236355,5,0.75,0.75,0,0,0.5,0.25
1765,1,1,1,1,2,Election,opposition,opposition,Coalition,In-group,VIC,male,1,37,1,0.7857142857142857,0,0,0.63,17,5,5,5,5,1,1,1,1,1,1.582394978736965,1.7452987778509825,1.55958695335376,5,0.25,0.25,0.5,0.5,0.5,0.5
1766,0,0,1,0,0,Court,ruling,Independent,No party ID,Independent,SA,female,0,9,1.5,0.42857142857142855,0.5,0.4,0.22,15,4,2,2,2,0,1,0,0,0,,,-1.3880285576742555,1,0.375,0.5,0.5,0.5,0.5,0.5
1767,1,1,1,0,2,Control,opposition,Independent,No party ID,Independent,NSW,female,0,32,1,0.9285714285714286,,0.5,0.5,16,4,3,3,4,1,1,0,0,1,-0.039438068594658385,-0.043498123947536715,-0.06648482243844296,3,0.125,0,0.5,0.75,0.25,0.5
1768,1,1,1,0,2,Control,opposition,Independent,No party ID,Independent,QLD,female,0,36,1,0.7142857142857143,0.3333333333333333,0,0,17,5,3,5,5,1,1,0,1,1,1.2242848324518734,1.3503220438207237,1.2181486655129348,4,0,0,0.5,0.5,0.5,0.5
1769,1,1,0,0,0,Protests,ruling,Independent,Greens,Independent,VIC,female,0,8,1,0.9285714285714286,0.16666666666666666,0.66,0.205,17,5,5,4,5,1,1,1,1,1,1.2577152769932645,1.3871940731086805,1.2253223939860112,5,0.5,0.25,0,0,0,1
1770,1,1,0,0,3,Protests,ruling,Independent,No party ID,Independent,NSW,female,0,19,1.5,0.5,0.5,0.7,0.525,16,4,2,2,2,1,1,0,0,0,-1.210805637426962,-1.335455197730141,-1.2579242121460283,2,0,0.5,1,1,1,0
1771,1,1,1,0,2,Election,opposition,Independent,No party ID,Independent,SA,female,0,19,1,0.7857142857142857,0.5,0.37,0.64,17,5,4,3,5,1,1,1,0,1,0.7539805021070178,0.8316010013512489,0.7203386906978498,4,0,0,0.5,0.75,0.5,0.5
1772,0,0,1,0,2,Protests,opposition,Independent,No party ID,Independent,NSW,female,0,33,0.5,0.14285714285714285,,0,0,16,4,3,3,4,1,1,0,0,1,,,-0.06648482243844296,3,0.5,0,0.5,0.5,0.5,0.5
1773,1,1,1,0,1,Court,ruling,Independent,No party ID,Independent,SA,female,0,5,1.5,0.35714285714285715,0.16666666666666666,0.64,0.57,15,4,3,4,3,0,1,0,1,0,-0.17649324946735329,-0.19466280968623012,-0.20555245180863324,2,0.5,0.5,1,0.5,0.5,0.75
1774,0,0,1,0,2,Election,ruling,Independent,No party ID,Independent,QLD,male,1,20,1,0.7142857142857143,0.5,0.63,0.74,17,5,5,5,5,1,1,1,1,1,,,1.55958695335376,5,0.375,0.75,0.75,0.75,0.5,0
1775,1,1,1,1,3,Control,opposition,opposition,Coalition,In-group,NSW,male,1,18,0.5,0.6428571428571429,0.16666666666666666,0.12,0.835,16,4,4,4,4,1,1,1,1,1,0.4642967062915882,0.5120949478098947,0.43849888084971844,5,0.25,0.25,0.5,0.5,0.25,0.5
1776,0,0,1,1,2,Court,ruling,ruling,Labor,In-group,QLD,male,1,24,1,0.5,,1,0,16,4,4,3,3,1,1,1,0,0,,,-0.23899352172774233,3,0,0,0.5,0.5,0.5,0.5
1777,1,1,1,1,2,Control,opposition,opposition,Coalition,In-group,SA,female,0,34,1,0.8571428571428571,,0,0.45,16,4,4,2,3,1,1,1,0,0,-0.5188790941688417,-0.572296462687296,-0.5732580810954911,3,0,0,0.5,0.5,0.5,0.5
1778,1,1,1,0,3,Protests,ruling,Independent,One Nation,Independent,QLD,female,0,37,0.5,0.5714285714285714,,0,0,17,5,4,4,4,1,1,1,1,1,0.7448438068776899,0.8215237050809644,0.7113754068558866,5,0,0,0.75,0.75,0.75,0.5
1779,1,1,1,1,3,Court,opposition,opposition,Coalition,In-group,NSW,female,0,38,1.5,0.6428571428571429,0.16666666666666666,0,0.95,16,4,5,4,4,1,1,1,1,1,0.6433517794341341,0.7095833148250241,0.6092180247701311,5,0.25,0.5,0.75,0.5,0.75,0.75
1780,1,1,1,0,1,Court,opposition,Independent,Greens,Independent,VIC,female,0,15,1,0.5,0.16666666666666666,0.4,0,17,5,4,4,5,1,1,1,1,1,1.0786602038507185,1.189705706093551,1.0546032500655986,5,0,0,0.5,0.75,0.5,0.5
1781,1,1,0,0,2,Election,ruling,Independent,No party ID,Independent,NSW,female,0,34,1,0.9285714285714286,0.8333333333333334,1,0.51,17,5,2,3,1,1,1,0,0,0,-0.9393952320701883,-1.036103736729356,-0.9940109699818234,2,0,1,1,1,1,0
1782,0,0,1,0,2,Protests,ruling,Independent,No party ID,Independent,QLD,female,0,13,0.5,0.2857142857142857,,0,0,17,5,5,5,4,1,1,1,1,1,,,1.216359110144048,5,0.625,0.5,0,0,0,1
1783,0,0,1,0,2,Protests,ruling,Independent,One Nation,Independent,QLD,male,1,14,1.5,0.7857142857142857,0.3333333333333333,0.59,0.84,15,3,5,4,3,0,0,1,1,0,,,-0.006886344445749014,2,0.375,0.25,1,0.75,0.5,0.5
1784,1,1,1,0,2,Control,opposition,Independent,No party ID,Independent,VIC,female,0,16,1.5,0.7142857142857143,,0.5,0.505,14,3,3,3,3,0,0,0,0,0,-0.7817200517971558,-0.862196271699602,-0.8126935371825502,0,0.5,0.5,0.5,0.5,0.5,0.5
1785,1,1,1,1,1,Election,ruling,ruling,Labor,In-group,QLD,female,0,11,0.5,0.5714285714285714,0.6666666666666666,0.87,0.66,16,4,2,3,4,1,1,0,0,1,-0.21849314173720427,-0.24098649096266608,-0.23720396635885557,3,0.625,0.5,0.5,0.75,0.75,0.5
1786,1,1,1,0,2,Control,opposition,Independent,Independent,Independent,VIC,female,0,21,1.5,0.5714285714285714,,0.43,0.475,14,2,3,3,3,0,0,0,0,0,-0.9343486667398905,-1.0305376395022627,-0.9554657176604912,0,0.375,0.5,0.5,0.5,0.5,0.5
1787,0,0,1,1,0,Control,ruling,opposition,Coalition,Out-group,VIC,male,1,2,0.5,0,0.16666666666666666,0.93,0.94,17,5,4,3,5,1,1,1,0,1,,,0.7203386906978498,4,0.25,0.25,1,0.75,0.5,0.5
1788,1,1,1,1,0,Election,ruling,opposition,Coalition,Out-group,VIC,male,1,37,1,0.6428571428571429,0.6666666666666666,0.3,0.735,16,4,3,3,4,1,1,0,0,1,-0.039438068594658385,-0.043498123947536715,-0.06648482243844296,3,0.5,0,0.25,0.25,0,1
1789,1,1,0,0,2,Election,opposition,Independent,No party ID,Independent,NSW,female,0,9,1.5,0.6428571428571429,0.5,0.51,0.525,17,4,4,4,4,1,1,1,1,1,0.5922151919349552,0.6531823372783035,0.5686032263779456,5,0.375,0.5,0.5,0.5,0.5,0.5
1790,1,1,1,1,3,Protests,opposition,ruling,Labor,Out-group,NSW,male,1,24,1.5,0.8571428571428571,,0.75,0.775,16,4,4,4,4,1,1,1,1,1,0.4642967062915882,0.5120949478098947,0.43849888084971844,5,0.75,0.5,0.5,0.5,0.5,0.5
1791,1,1,1,0,1,Court,ruling,Independent,Greens,Independent,SA,female,0,7,1,0.5714285714285714,0.5,0.14,0.235,16,4,5,4,4,1,1,1,1,1,0.6433517794341341,0.7095833148250241,0.6092180247701311,5,0.5,0.25,0,0,0,0.25
1792,1,1,0,0,2,Court,ruling,Independent,No party ID,Independent,NSW,female,0,18,1.5,0.6428571428571429,0.6666666666666666,0.58,0.29,16,4,4,3,4,1,1,1,0,1,0.1396170045478875,0.15399024306759262,0.10423432148196965,4,0.125,0,0.5,0.25,0.25,0.75
1793,0,0,1,1,3,Protests,ruling,ruling,Labor,In-group,QLD,male,1,36,1,0.5,,0.86,0,16,4,4,2,4,1,1,1,0,1,,,-0.23003023788577917,4,0.125,0.75,1,0.75,0,0.75
1794,0,0,0,0,2,Election,opposition,Independent,No party ID,Independent,WA,male,1,30,,0,,0,0,15,3,3,3,3,0,0,0,0,0,,,-0.6825891916543231,0,0,0,0.5,0.5,0.5,0.5
1795,1,1,0,1,1,Protests,opposition,ruling,Labor,Out-group,NSW,female,0,18,1.5,0.9285714285714286,0.5,0.8,0.5,16,4,2,4,4,1,1,0,1,1,0.10618656000649639,0.11711821377963598,0.09706059300889322,4,0.25,0.25,1,0.75,1,0
1796,0,0,0,1,0,Court,opposition,ruling,Labor,Out-group,NSW,male,1,30,1.5,0.9285714285714286,0.5,0.82,0.145,15,4,5,4,5,0,1,1,1,1,,,0.822341522451616,4,0.5,0.5,0.5,0.5,0.5,0.5
1797,1,1,1,1,4,Control,ruling,ruling,Labor,In-group,WA,male,1,13,1.5,0.5,1,1,0.545,17,3,5,5,5,1,0,1,1,1,1.2771377488514954,1.4086160422456606,1.274042592397878,4,0.5,1,0.75,1,0.75,0.25
1798,1,1,0,0,3,Election,opposition,Independent,No party ID,Independent,QLD,male,1,4,1.5,0.42857142857142855,0.6666666666666666,0.79,0.25,16,2,3,3,2,1,0,0,0,0,-1.0123280924261853,-1.1165448615780316,-1.038484869813749,1,0.25,0.25,0.25,0.25,0.25,0.5
1799,1,1,1,0,3,Control,ruling,Independent,No party ID,Independent,NSW,female,0,24,1.5,0.42857142857142855,0.16666666666666666,0.73,0.25,16,4,3,3,3,1,1,0,0,0,-0.37325446556768693,-0.4116801249601232,-0.40971266564815495,2,0,0,0.75,1,0.5,0
1800,0,0,1,1,2,Protests,opposition,ruling,Labor,Out-group,QLD,female,0,28,0.5,0.5,,1,0,15,4,3,3,3,0,1,0,0,0,,,-0.539817011176382,1,0.25,0,0.5,0.5,0.5,0.5
1801,0,0,1,1,3,Court,ruling,opposition,Coalition,Out-group,SA,male,1,21,1.5,0.8571428571428571,0.16666666666666666,0.58,0.63,16,4,4,4,3,1,1,1,1,0,,,0.0952710376400065,4,0,0.5,0.75,1,1,0.5
