case_id,main_analytic,issue_check_pass,attention_pass,major_party_identifier,intent,vignette,candidate_party,party_bloc,party_id_detail,ingroup3,state,sex,sex_num,age,edu,hincome,ideology,ft_rul,ft_opp,cm_1,cm_2,cm_3,cm_4,cm_5,cm_1_bin,cm_2_bin,cm_3_bin,cm_4_bin,cm_5_bin,conspiracy,conspiracy_z,conspiracy_full,conspiracy_additive,negative,enthusiasm,competent,sincere,trustworthy,undemocratic_perception
488,1,1,1,1,3,Protests,opposition,opposition,Coalition,In-group,SA,female,0,37,1.5,0.9285714285714286,0.8333333333333334,0.01,0.685,17,4,4,2,3,1,1,1,0,0,-0.3909606085254747,-0.43120907321888696,-0.44315373556726406,3,0,0.5,1,1,0.75,0.25
489,1,1,0,0,3,Protests,ruling,Independent,No party ID,Independent,VIC,male,1,23,1,0.7142857142857143,0,0,0.81,14,4,3,3,2,0,1,0,0,0,-0.9629078338274496,-1.0620369049095277,-1.0131491999143212,1,0.5,0.5,0.5,0.25,0.5,0.25
490,1,1,1,1,2,Control,opposition,ruling,Labor,Out-group,VIC,female,0,38,1,0.6428571428571429,,0.87,0.295,17,5,5,4,5,1,1,1,1,1,1.2577152769932645,1.3871940731086805,1.2253223939860112,5,0,0,0.5,0.5,0.25,0.5
491,0,0,0,0,1,Court,ruling,Independent,No party ID,Independent,SA,female,0,45,1,0.6428571428571429,0.5,0,0.03,16,4,2,3,3,1,1,0,0,0,,,-0.5804318095685675,2,0,0,0.25,0.5,0.25,1
492,0,0,1,1,2,Election,ruling,opposition,Coalition,Out-group,VIC,female,0,58,1.5,0.2857142857142857,0,0.04,1,16,4,3,4,4,1,1,0,1,1,,,0.26777973692930584,4,0,0,0.5,0.5,0.5,0.5
493,1,1,1,0,0,Court,opposition,Independent,No party ID,Independent,NSW,male,1,47,1,0.35714285714285715,0.16666666666666666,0.7,0,14,3,2,1,1,0,0,0,0,0,-2.27776732237316,-2.5122580502245087,-2.3383974862578842,0,0,0,0,0,0,1
494,0,0,0,0,2,Control,opposition,Independent,No party ID,Independent,NSW,female,0,58,1,0.5714285714285714,0.6666666666666666,0.71,0.41,16,3,3,2,2,1,0,0,0,0,,,-1.2299772487035567,1,0,0.25,0.75,0.75,0.75,0.25
495,1,1,1,0,1,Election,ruling,Independent,No party ID,Independent,NSW,female,0,50,0.5,0.14285714285714285,0.5,0.98,0.17,16,4,5,4,3,1,1,1,1,0,0.30953538246110557,0.34140131381243766,0.2659901815604191,4,0.125,0,0.25,0.5,0.25,0.75
496,0,0,1,1,2,Control,opposition,ruling,Labor,Out-group,VIC,female,0,54,0.5,0.42857142857142855,0.8333333333333334,0.93,0.35,16,2,2,2,4,1,0,0,0,1,,,-0.8570128866824864,2,0,0.25,0.5,0.75,0.75,0
497,0,0,1,1,2,Election,ruling,ruling,Labor,In-group,NSW,female,0,14,1.5,0.6428571428571429,0.16666666666666666,0.99,0.635,17,4,2,2,2,1,1,0,0,0,,,-1.1278198666178012,2,0.625,0.75,0.25,0,0.5,0.25
498,1,1,0,1,1,Election,ruling,ruling,Labor,In-group,VIC,male,1,58,0.5,0.5714285714285714,0.16666666666666666,1,0.1,14,1,1,1,1,0,0,0,0,0,-2.7620796254011757,-3.0464291528449596,-2.794660991134179,0,0.75,0,0,0.25,0,1
499,1,1,0,0,3,Protests,opposition,Independent,One Nation,Independent,NSW,female,0,53,1.5,0.9285714285714286,0.5,0.62,0.44,17,5,4,3,5,1,1,1,0,1,0.7539805021070178,0.8316010013512489,0.7203386906978498,4,0,1,1,1,1,0
500,0,0,0,1,4,Court,ruling,opposition,Coalition,Out-group,NSW,male,1,42,0.5,0.2857142857142857,0.16666666666666666,0.49,0.725,16,3,3,3,3,1,0,0,0,0,,,-0.5524848461260959,1,0.625,0.25,0.5,0.5,0.5,0.5
501,1,1,1,1,3,Court,ruling,ruling,Labor,In-group,VIC,male,1,61,1.5,0.2857142857142857,0.5,0.78,0.325,16,3,2,3,2,1,0,0,0,0,-1.0387545506259963,-1.1456918607905,-1.0664318332562206,1,0,0.25,0.75,0.75,0.5,0.75
502,1,1,1,1,3,Protests,opposition,opposition,Coalition,In-group,WA,female,0,45,1,0.8571428571428571,,0.55,0.585,16,4,4,3,4,1,1,1,0,1,0.1396170045478875,0.15399024306759262,0.10423432148196965,4,0,0.5,0.75,0.75,0.75,0.25
503,0,0,0,0,2,Control,ruling,Independent,Greens,Independent,VIC,female,0,27,1.5,0.2857142857142857,0.3333333333333333,0.03,0.185,15,3,3,2,3,0,0,0,0,0,,,-1.0168537510220719,0,0.5,0.75,0.25,0.5,0.5,0.75
504,1,1,0,0,2,Control,opposition,Independent,No party ID,Independent,QLD,male,1,62,1.5,0.35714285714285715,0.5,0.1,0.3,16,4,3,3,4,1,1,0,0,1,-0.039438068594658385,-0.043498123947536715,-0.06648482243844296,3,0.125,0.5,0.5,0.75,0.5,0.5
505,1,1,0,0,3,Protests,opposition,Independent,No party ID,Independent,VIC,male,1,61,1.5,0.35714285714285715,0.8333333333333334,0.75,0.62,16,4,3,2,2,1,1,0,0,0,-1.0317505642844162,-1.1379668307150117,-1.0872050682256158,2,0,0.25,0.5,0.75,0.25,1
506,0,0,0,0,3,Election,ruling,Independent,One Nation,Independent,QLD,male,1,22,0.5,0.7857142857142857,0.8333333333333334,0,0.75,16,2,4,5,3,1,0,1,1,0,,,0.14399123605187325,3,0.375,0.75,0.25,0,0.75,1
507,1,1,0,0,0,Protests,ruling,Independent,No party ID,Independent,WA,female,0,29,1.5,0.42857142857142855,0.5,0.79,0.565,16,5,2,1,2,1,1,0,0,0,-1.382856724227928,-1.5252185346697822,-1.449416591035836,2,0.375,0,0.75,0.25,0,0.5
508,0,0,1,1,2,Control,opposition,ruling,Labor,Out-group,NSW,female,0,9,1.5,0.5,0.16666666666666666,0.6,0.565,16,4,4,4,4,1,1,1,1,1,,,0.43849888084971844,5,0.75,1,0.75,0.75,0.5,0.25
509,1,1,0,0,2,Court,opposition,Independent,No party ID,Independent,QLD,female,0,16,1,0.7857142857142857,,0.7,0.7,16,4,3,3,2,1,1,0,0,0,-0.7070708625407156,-0.7798621259727099,-0.7529405088578669,2,0.625,0.25,0.5,0.5,0.25,1
510,1,1,1,0,3,Court,opposition,Independent,No party ID,Independent,SA,female,0,19,1.5,0.7142857142857143,0.5,0.9,0.335,16,4,3,5,5,1,1,0,1,1,0.9437377318657715,1.0408932865496539,0.9452721395067667,4,0,0.5,1,0.75,1,0
511,0,0,0,0,1,Court,opposition,Independent,No party ID,Independent,VIC,female,0,24,1.5,0.7857142857142857,0.3333333333333333,0.83,0.67,16,4,4,4,4,1,1,1,1,1,,,0.43849888084971844,5,0.625,0.75,0.5,0.25,0.5,0.25
512,1,1,1,0,1,Election,ruling,Independent,No party ID,Independent,VIC,male,1,64,0.5,0.42857142857142855,0.8333333333333334,0.06,0.84,16,4,5,3,4,1,1,1,0,1,0.31867207769043343,0.3514786100827221,0.27495346540238225,4,0.125,0,0.25,0.5,0.25,1
513,1,1,0,0,2,Protests,ruling,Independent,No party ID,Independent,SA,female,0,9,0.5,0.7857142857142857,0.16666666666666666,0.55,0.565,16,4,4,3,4,1,1,1,0,1,0.1396170045478875,0.15399024306759262,0.10423432148196965,4,0.5,0.25,0.5,0.5,0.5,0.5
514,0,0,0,0,2,Control,ruling,Independent,No party ID,Independent,TAS,male,1,40,1,0.7857142857142857,0.8333333333333334,0,0.785,15,5,5,5,4,0,1,1,1,1,,,0.9561504190875938,4,0.375,0,0.75,0,0,0.75
515,1,1,0,0,3,Election,opposition,Independent,One Nation,Independent,WA,female,0,61,0,0.2857142857142857,0.8333333333333334,0,0,17,5,4,5,5,1,1,1,1,1,1.4033399055944191,1.547810410835853,1.3888678094333475,5,1,0.5,0.75,0.75,0.5,0.25
516,1,1,1,1,2,Court,ruling,ruling,Labor,In-group,WA,female,0,49,0.5,0.7142857142857143,,0.9,0.16,16,3,5,3,4,1,0,1,0,1,0.16604346274769857,0.18313724228006106,0.13218128492444123,3,0,0,0.25,0.25,0,0.75
517,1,1,1,1,3,Control,opposition,ruling,Labor,Out-group,QLD,female,0,58,0.5,0.5714285714285714,0.6666666666666666,0,0.7,16,4,3,3,4,1,1,0,0,1,-0.039438068594658385,-0.043498123947536715,-0.06648482243844296,3,0,0.25,0.75,0.75,0.75,0.25
518,1,1,1,0,1,Election,ruling,Independent,No party ID,Independent,WA,male,1,48,1.5,0.7142857142857143,0.16666666666666666,0.71,0.095,14,4,1,1,1,0,1,0,0,0,-2.3041937805729713,-2.5414050494369773,-2.3663444497003563,1,0.375,0,0.5,0.5,0.25,0.75
519,1,1,1,1,1,Election,opposition,opposition,Coalition,In-group,VIC,female,0,55,1,0.42857142857142855,0.3333333333333333,0.17,0.53,16,4,3,3,4,1,1,0,0,1,-0.039438068594658385,-0.043498123947536715,-0.06648482243844296,3,0.25,0,0.25,0.25,0.25,0.75
520,1,1,1,0,2,Court,opposition,Independent,No party ID,Independent,QLD,male,1,47,0.5,0.5714285714285714,0.5,0.75,0.08,16,3,5,3,3,1,0,1,0,0,-0.16777293422533,-0.18504475873252543,-0.21104655828527072,2,0.25,0,0.25,0.25,0.25,0.75
521,1,1,1,0,2,Protests,ruling,Independent,No party ID,Independent,VIC,female,0,35,0.5,0.2857142857142857,0.8333333333333334,0.83,0.5,16,4,3,4,3,1,1,0,1,0,-0.04857476382398629,-0.05357542021782118,-0.07544810628040613,3,0.25,0.25,0.5,0.5,0.5,0.5
522,0,0,1,0,0,Control,opposition,Independent,No party ID,Independent,VIC,male,1,35,1.5,0.42857142857142855,0.16666666666666666,0.39,0.525,13,4,1,1,1,0,1,0,0,0,,,-2.4964487952285834,1,0.625,0.25,0.75,0,1,1
523,1,1,1,0,0,Court,ruling,Independent,Greens,Independent,VIC,male,1,19,1.5,0.7142857142857143,1,0.81,0.95,17,5,5,4,5,1,1,1,1,1,1.2577152769932645,1.3871940731086805,1.2253223939860112,5,0.625,0.75,0.25,0.75,0.25,0.5
524,0,0,1,1,4,Protests,ruling,ruling,Labor,In-group,NSW,female,0,19,1.5,0.9285714285714286,0.8333333333333334,0.96,0.795,17,2,5,5,5,1,0,1,1,1,,,1.131270411919937,4,0.75,1,1,0,1,0
525,0,0,0,1,2,Election,opposition,opposition,Coalition,In-group,QLD,male,1,48,1,0.35714285714285715,0.5,0.11,0.95,17,5,5,4,5,1,1,1,1,1,,,1.2253223939860112,5,0,0,0,0.25,0,1
526,0,0,1,0,2,Control,ruling,Independent,No party ID,Independent,VIC,female,0,18,0.5,0.5,0.5,0,0,17,5,5,5,5,1,1,1,1,1,,,1.55958695335376,5,0.125,0,0.25,0.75,0.5,0.5
527,0,0,1,1,4,Protests,opposition,ruling,Labor,Out-group,NSW,male,1,17,1,0.9285714285714286,0.16666666666666666,1,0.895,17,4,4,5,4,1,1,1,1,1,,,0.9028677857456944,5,1,1,0.75,1,0.75,0
528,1,1,1,0,2,Court,opposition,Independent,No party ID,Independent,VIC,female,0,29,1,0.5,0.16666666666666666,0.51,0.33,16,4,4,3,3,1,1,1,0,0,-0.19419939242514106,-0.21419175794499387,-0.23899352172774233,3,0,0,0.5,0.25,0.5,0.5
529,1,1,0,1,3,Election,ruling,opposition,Coalition,Out-group,NSW,male,1,59,0.5,0.42857142857142855,0.6666666666666666,0,0.665,17,5,5,4,4,1,1,1,1,1,0.9238988800202359,1.0190120720960938,0.8820945507762992,5,0.125,0,0.5,0.5,0.5,0.5
530,1,1,0,1,1,Court,ruling,ruling,Labor,In-group,SA,female,0,16,1.5,0.9285714285714286,0,0.71,0.245,16,4,4,2,4,1,1,1,0,1,-0.18506269719581317,-0.20411446167470942,-0.23003023788577917,4,0.25,0,0.5,0.75,0.75,0
531,1,1,1,0,2,Control,opposition,Independent,No party ID,Independent,QLD,male,1,60,1,0.5,,0.6,0.5,17,4,2,3,4,1,1,0,0,1,-0.09057465609383732,-0.0998991014942572,-0.10709962083062848,3,0,0,0.5,0.5,0.5,0.5
532,1,1,0,0,2,Protests,ruling,Independent,No party ID,Independent,NSW,female,0,47,1,0.2857142857142857,,0,0,17,5,5,5,5,1,1,1,1,1,1.582394978736965,1.7452987778509825,1.55958695335376,5,0.125,0,0.5,0,0,1
533,1,1,1,0,2,Protests,opposition,Independent,No party ID,Independent,NT,female,0,43,1.5,0.8571428571428571,0.5,0.5,0.5,16,4,3,3,3,1,1,0,0,0,-0.37325446556768693,-0.4116801249601232,-0.40971266564815495,2,0.125,0,0.5,0.5,0.5,0.75
534,1,1,1,1,1,Election,opposition,ruling,Labor,Out-group,QLD,female,0,46,1.5,0.7142857142857143,0.5,1,0,17,5,2,4,4,1,1,0,1,1,0.38673366059259817,0.42654697105070577,0.3699371190150614,4,0.125,0,0,0,0,1
535,1,1,1,0,2,Control,ruling,Independent,No party ID,Independent,QLD,female,0,11,1,0.5,,0,0,15,3,3,3,3,0,0,0,0,0,-0.6538015661537888,-0.7211088822311932,-0.6825891916543231,0,0,0,0.5,0.5,0.5,0.5
536,1,1,1,1,4,Protests,opposition,opposition,Coalition,In-group,NSW,male,1,18,1.5,0.9285714285714286,0.8333333333333334,0.2,0.85,16,4,4,4,4,1,1,1,1,1,0.4642967062915882,0.5120949478098947,0.43849888084971844,5,0,1,1,1,1,0.25
537,1,1,1,0,3,Election,ruling,Independent,No party ID,Independent,TAS,male,1,17,1.5,0.7857142857142857,0.8333333333333334,0.62,0.75,16,4,4,3,5,1,1,1,0,1,0.4734334015209161,0.5221722440801793,0.44746216469168165,4,0.75,0.5,0,0.5,0.25,0.75
538,1,1,1,0,0,Election,ruling,Independent,One Nation,Independent,VIC,male,1,32,1.5,0.9285714285714286,0.3333333333333333,0.31,0.685,16,4,3,4,5,1,1,0,1,1,0.619058030122071,0.6827885818073519,0.6110075801390179,4,0.375,0,0.25,0.25,0,1
539,0,0,0,0,1,Court,opposition,Independent,No party ID,Independent,VIC,female,0,22,1.5,0.8571428571428571,0.16666666666666666,0.66,0.575,16,5,3,4,3,1,1,0,1,0,,,0.06732407419753489,3,0.75,0.75,0.5,0.75,0.25,0.75
540,0,0,1,1,2,Protests,opposition,ruling,Labor,Out-group,VIC,female,0,27,1.5,0.7857142857142857,,0.8,0.67,14,4,3,3,2,0,1,0,0,0,,,-1.0131491999143212,1,0,0,0.5,0.5,0.5,0
541,0,0,1,0,2,Court,ruling,Independent,No party ID,Independent,SA,female,0,46,0.5,0,,0.23,0.235,15,3,2,3,3,0,0,0,0,0,,,-0.8533083355747357,0,0.5,0.5,0.75,0.5,0.5,0.5
542,1,1,0,1,1,Control,opposition,ruling,Labor,Out-group,NSW,female,0,40,1,0.42857142857142855,0.5,0.48,0.35,17,5,3,3,4,1,1,0,0,1,0.2411090319914434,0.26593063332353306,0.20639170356772518,3,0.25,0,0.25,0.75,0.25,0.25
543,1,1,1,1,2,Election,ruling,ruling,Labor,In-group,VIC,female,0,54,1,0.6428571428571429,0.5,0.81,0.43,17,3,2,2,1,1,0,0,0,0,-1.5693321636993585,-1.7308911770769795,-1.6138198903054544,1,0.125,0,0.5,0,0.25,0.75
544,0,0,1,0,2,Control,opposition,Independent,No party ID,Independent,VIC,female,0,35,1.5,0.8571428571428571,0.5,0.37,0.435,15,4,2,1,1,0,1,0,0,0,,,-2.065520960251716,1,0,0,0.5,0.5,0.5,0
545,1,1,0,0,3,Protests,ruling,Independent,No party ID,Independent,NSW,female,0,31,1,0.9285714285714286,,0,0,17,5,5,3,3,1,1,1,0,0,0.26540278130350664,0.29272536634120533,0.20460214819883843,3,0,0,0.5,0.5,0.5,0.5
546,0,0,0,1,2,Election,opposition,ruling,Labor,Out-group,NSW,male,1,18,1.5,0.9285714285714286,0.3333333333333333,1,0.47,16,4,4,4,4,1,1,1,1,1,,,0.43849888084971844,5,0.5,0.75,0.75,0.5,0.5,0.5
547,0,0,1,0,2,Control,ruling,Independent,No party ID,Independent,NSW,male,1,50,0.5,0.35714285714285715,0.3333333333333333,0.56,0.6,15,3,4,3,3,0,0,1,0,0,,,-0.5118700477339105,1,0,0,0.5,0.5,0.5,0.5
548,0,0,1,1,0,Court,ruling,ruling,Labor,In-group,SA,female,0,64,1,0.14285714285714285,0.5,0.85,0.16,16,4,3,3,4,1,1,0,0,1,,,-0.06648482243844296,3,0.125,0.25,0.75,0.75,0.5,0.25
549,1,1,0,0,2,Control,opposition,Independent,No party ID,Independent,VIC,female,0,5,0.5,0.6428571428571429,,0.35,0.51,15,3,3,3,3,0,0,0,0,0,-0.6538015661537888,-0.7211088822311932,-0.6825891916543231,0,0.5,0.5,0.5,0.5,0.5,0.5
550,0,0,1,0,2,Court,ruling,Independent,No party ID,Independent,NSW,male,1,19,1,0.7857142857142857,0.16666666666666666,0,0.745,17,5,5,3,5,1,1,1,0,1,,,0.8910578346182624,4,0.5,0.5,0.5,0.5,0.5,0.5
551,1,1,1,1,0,Election,opposition,opposition,Coalition,In-group,NSW,female,0,61,0.5,0.21428571428571427,,0.2,0.515,17,5,2,4,4,1,1,0,1,1,0.38673366059259817,0.42654697105070577,0.3699371190150614,4,0.5,0,1,1,0,1
552,1,1,1,0,3,Protests,ruling,Independent,Independent,Independent,VIC,male,1,61,1.5,0.5714285714285714,0.16666666666666666,0.28,0.185,16,4,2,4,2,1,1,0,1,0,-0.5614462339395607,-0.6192457882455371,-0.5893950934105308,3,0.125,0.5,0.5,0.25,0.75,0.5
553,1,1,1,0,3,Protests,opposition,Independent,No party ID,Independent,NSW,male,1,56,1,0.7142857142857143,0.8333333333333334,0.01,0.705,16,4,3,2,2,1,1,0,0,0,-1.0317505642844162,-1.1379668307150117,-1.0872050682256158,2,0,0,0.5,0.75,0.5,0.5
554,1,1,1,0,2,Election,opposition,Independent,No party ID,Independent,SA,male,1,56,1,0.2857142857142857,0.8333333333333334,0,0.19,17,5,4,4,5,1,1,1,1,1,1.0786602038507185,1.189705706093551,1.0546032500655986,5,0,0,0.25,0.75,0.25,0
555,1,1,0,1,3,Protests,ruling,opposition,Coalition,Out-group,NSW,female,0,26,1,0.7857142857142857,0.16666666666666666,0.28,0.54,16,2,2,1,1,1,0,0,0,0,-2.174558966029161,-2.3984246390903516,-2.2209609756793713,1,0.125,0,1,0.75,1,0.25
556,0,0,1,0,2,Court,ruling,Independent,No party ID,Independent,VIC,male,1,23,1,0.9285714285714286,,0.88,0.535,16,2,2,4,4,1,0,0,1,1,,,-0.18848376794698882,3,0.5,0.5,0.5,0.5,0.75,0.25
557,0,0,0,0,2,Control,opposition,Independent,No party ID,Independent,NSW,female,0,21,1.5,0.7142857142857143,,0.66,0.415,17,4,4,3,5,1,1,1,0,1,,,0.5775665102199088,4,0,0.5,0.5,0.5,0.5,0.25
558,1,1,1,0,1,Control,ruling,Independent,No party ID,Independent,VIC,female,0,64,0.5,0.42857142857142855,0.5,0.8,0.745,16,4,3,4,4,1,1,0,1,1,0.2852416331490423,0.31460658079476533,0.26777973692930584,4,0,0.25,0.75,0.5,0.75,0.25
559,1,1,1,0,2,Election,opposition,Independent,No party ID,Independent,QLD,female,0,47,1,0.7142857142857143,0.8333333333333334,0,0.49,17,4,4,3,3,1,1,1,0,0,-0.06628090678177408,-0.07310436847658495,-0.10888917619951521,3,0,0,0.75,0.5,0.5,0.25
560,1,1,1,1,1,Court,ruling,opposition,Coalition,Out-group,SA,male,1,48,1.5,0.9285714285714286,0.6666666666666666,0.23,0.73,17,4,2,2,4,1,1,0,0,1,-0.41525435783753795,-0.4580038062365592,-0.4413641801983773,3,0,0,0.25,0.5,0.25,0.75
561,0,0,1,1,2,Control,opposition,opposition,Coalition,In-group,WA,male,1,52,1,0.5,0.16666666666666666,0.17,0.735,16,4,2,2,2,1,1,0,0,0,,,-1.2579242121460283,2,0.125,0.25,0.5,0.75,0.5,0.5
562,1,1,0,1,0,Protests,opposition,ruling,Labor,Out-group,WA,female,0,17,1.5,0.7857142857142857,0.5,0.89,0.525,17,4,5,5,4,1,1,1,1,1,1.0959499668212016,1.208775409035735,1.0735869296661071,5,0.625,0.25,0,0.75,0.5,0.75
563,1,1,0,1,2,Control,opposition,opposition,Coalition,In-group,SA,male,1,19,0.5,0.6428571428571429,0.16666666666666666,0.49,0.5,15,3,3,3,3,0,0,0,0,0,-0.6538015661537888,-0.7211088822311932,-0.6825891916543231,0,0,0,0.5,0.5,0.5,0.5
564,0,0,1,0,1,Court,ruling,Independent,No party ID,Independent,VIC,female,0,54,1,0.5,0.5,0.3,0.47,16,4,2,3,4,1,1,0,0,1,,,-0.23720396635885557,3,0.75,0,0.25,0,0.25,0
565,1,1,1,0,1,Election,opposition,Independent,No party ID,Independent,SA,female,0,21,1.5,0.8571428571428571,0.3333333333333333,0.61,0.31,17,4,3,5,3,1,1,0,1,0,0.4040234235630813,0.44561667399288973,0.3889207986155698,3,0.375,0,0.5,0.25,0.25,0.75
566,0,0,1,1,1,Court,opposition,ruling,Labor,Out-group,NSW,male,1,21,1.5,0.7142857142857143,0.5,0.51,0.51,15,3,3,3,4,0,0,0,0,1,,,-0.33936134844461113,1,0.375,0.25,0.5,0.75,0.75,0.75
567,0,0,1,0,2,Election,ruling,Independent,No party ID,Independent,VIC,female,0,31,,0.5714285714285714,0,0.14,0.735,17,4,3,4,4,1,1,0,1,1,,,0.39788408245753293,4,0.125,0.25,0.25,0.5,0.5,0.5
568,1,1,1,0,3,Protests,ruling,Independent,No party ID,Independent,WA,male,1,20,1,0.2857142857142857,0.8333333333333334,0.65,0.45,16,4,3,4,4,1,1,0,1,1,0.2852416331490423,0.31460658079476533,0.26777973692930584,4,0,0,0.5,0.75,0.5,0.5
569,0,0,1,1,0,Protests,ruling,ruling,Labor,In-group,VIC,male,1,13,1.5,0.7857142857142857,0,0.71,0.72,14,1,3,2,2,0,0,0,0,0,,,-1.7757303007158929,0,0.125,0.5,0.5,0.75,0,0.5
570,0,0,1,1,2,Protests,opposition,ruling,Labor,Out-group,NSW,male,1,35,1.5,0.5,1,1,0.305,16,4,4,3,4,1,1,1,0,1,,,0.10423432148196965,4,0.875,0.75,0.75,0.75,0.5,0.5
571,1,1,1,1,3,Court,ruling,opposition,Coalition,Out-group,QLD,male,1,53,1,0.7857142857142857,0.8333333333333334,0.29,0.67,17,4,4,3,4,1,1,1,0,1,0.2675354901912545,0.29507763253600156,0.23433866701019676,4,0.625,0.5,0.25,0.75,0.75,0.75
572,0,0,1,1,1,Court,ruling,ruling,Labor,In-group,NSW,female,0,16,0.5,0.7857142857142857,,0.56,0.5,16,3,4,4,3,1,0,1,1,0,,,-0.04750114283793453,3,0,0,0.5,0.75,0.5,0.75
573,0,0,0,0,2,Control,opposition,Independent,No party ID,Independent,SA,female,0,60,1,0.5714285714285714,,0.49,0.5,14,3,3,3,3,0,0,0,0,0,,,-0.8126935371825502,0,0.375,0.25,0.75,0.5,0.5,0.25
574,0,0,1,0,2,Election,ruling,Independent,No party ID,Independent,VIC,female,0,13,0.5,0.6428571428571429,,0.34,0.34,16,4,3,3,3,1,1,0,0,0,,,-0.40971266564815495,2,0.375,0,0,0.75,0,1
575,1,1,1,0,2,Protests,ruling,Independent,No party ID,Independent,QLD,female,0,18,1.5,0.9285714285714286,,0.81,0.02,15,4,4,3,3,0,1,1,0,0,-0.32211787806850806,-0.3552791474134028,-0.36909786725596944,2,0,0,0.5,0.5,0.5,0.75
576,1,1,1,1,3,Control,opposition,ruling,Labor,Out-group,NSW,male,1,18,1.5,0.8571428571428571,0.8333333333333334,0.9,0.54,14,3,2,2,2,0,0,0,0,0,-1.6192712236564308,-1.7859713444696197,-1.6609050836804236,0,0.5,1,0.5,0.5,0.75,0
577,1,1,1,0,0,Protests,opposition,Independent,One Nation,Independent,QLD,female,0,44,0.5,0.42857142857142855,,0.19,0.74,17,5,4,4,5,1,1,1,1,1,1.0786602038507185,1.189705706093551,1.0546032500655986,5,0.125,0,0.5,0.5,0.25,0.5
578,1,1,1,0,0,Election,opposition,Independent,No party ID,Independent,VIC,male,1,58,1,0.7142857142857143,0.8333333333333334,0,0.4,16,4,3,3,4,1,1,0,0,1,-0.039438068594658385,-0.043498123947536715,-0.06648482243844296,3,0.125,0,0,0,0,1
579,1,1,1,1,1,Court,ruling,ruling,Labor,In-group,VIC,male,1,41,1,0.21428571428571427,0.3333333333333333,0.5,0.165,17,4,4,3,4,1,1,1,0,1,0.2675354901912545,0.29507763253600156,0.23433866701019676,4,0.5,0,0.25,0.5,0,1
580,0,0,1,1,3,Election,ruling,ruling,Labor,In-group,VIC,male,1,11,1.5,0.7857142857142857,0.16666666666666666,0.9,0.625,16,3,4,4,4,1,0,1,1,1,,,0.29572670037177745,4,0.75,0.5,0.25,0.25,0.75,0.75
581,1,1,1,1,3,Election,opposition,ruling,Labor,Out-group,QLD,male,1,19,1,0.8571428571428571,0.8333333333333334,0.93,0.59,15,4,3,4,3,0,1,0,1,0,-0.17649324946735329,-0.19466280968623012,-0.20555245180863324,2,0,0.5,0.75,1,0.75,0.25
582,1,1,1,0,2,Protests,opposition,Independent,No party ID,Independent,QLD,female,0,35,1,0.6428571428571429,,0.5,0.14,16,4,3,3,4,1,1,0,0,1,-0.039438068594658385,-0.043498123947536715,-0.06648482243844296,3,0,0,0.5,0.5,0.5,0.5
583,1,1,1,1,3,Control,ruling,ruling,Labor,In-group,VIC,female,0,29,0.5,0.8571428571428571,0.16666666666666666,0.9,0,17,5,5,5,5,1,1,1,1,1,1.582394978736965,1.7452987778509825,1.55958695335376,5,0,0,0.5,0.5,0.25,0.5
584,1,1,1,1,3,Court,opposition,ruling,Labor,Out-group,NSW,male,1,13,1.5,0.7857142857142857,0.16666666666666666,0.83,0.175,17,2,3,2,2,1,0,0,0,0,-1.2090893085265189,-1.3335621768519246,-1.2426450836532708,1,0.125,0.25,1,0.75,0.75,0.25
585,1,1,1,0,2,Court,opposition,Independent,No party ID,Independent,WA,female,0,29,1.5,0.9285714285714286,,0.7,0.6,16,5,3,1,1,1,1,0,0,0,-1.5376180480584105,-1.6959121686672392,-1.6219252903251355,2,0,0,0.5,0.5,0.5,0.5
586,1,1,1,0,2,Control,ruling,Independent,No party ID,Independent,NSW,male,1,37,1,0.35714285714285715,0.3333333333333333,0.75,0.22,14,5,4,4,4,0,1,1,1,1,0.36108834994758904,0.3982615366757378,0.32106237027120527,4,0,0.5,1,1,0.5,0.25
587,1,1,1,0,3,Control,ruling,Independent,No party ID,Independent,VIC,male,1,47,1,0.9285714285714286,,0.65,0.365,16,5,2,3,3,1,1,0,0,0,-0.3996809237674981,-0.44082712417259173,-0.43765962909062656,2,0.625,0.5,0.5,0.5,0.5,0.25
588,0,0,1,1,1,Protests,opposition,opposition,Coalition,In-group,NSW,male,1,5,1.5,0.5,0.16666666666666666,0.94,0.91,16,5,5,4,5,1,1,1,1,1,,,1.0952180484577843,5,0.625,1,1,1,1,0
589,0,0,1,1,2,Election,ruling,opposition,Coalition,Out-group,QLD,female,0,19,1,0.8571428571428571,0.3333333333333333,0,0.76,17,5,5,5,5,1,1,1,1,1,,,1.55958695335376,5,0.5,0.5,0.5,0.5,0.75,0.5
590,1,1,1,1,3,Protests,ruling,ruling,Labor,In-group,QLD,female,0,50,1,0.42857142857142855,0.16666666666666666,0.95,0.03,17,3,3,4,4,1,0,0,1,1,0.26053150384967444,0.2873526024605133,0.25511190197959194,3,0,0,0.75,0.5,0.75,0.5
591,0,0,1,1,4,Control,opposition,ruling,Labor,Out-group,SA,male,1,14,1.5,0.9285714285714286,0.16666666666666666,1,0.66,17,1,5,3,5,1,0,1,0,1,,,0.31996911270649836,3,0,0.5,1,1,1,0
