conspiracy,estimate,std_error,lower,upper,significance
0.8096952660600869,-0.288413251769533,0.09295277108436101,-0.47060068309488057,-0.10622582044418541,Significant
0.8246930998059603,-0.286602749555433,0.09372639922750883,-0.47030649204135033,-0.10289900706951571,Significant
0.8396909335518337,-0.284792247341333,0.09450775841463072,-0.47002745383400923,-0.09955704084865682,Significant
0.854688767297707,-0.28298174512723306,0.09529665848010165,-0.4697631957482323,-0.09620029450623385,Significant
0.8696866010435804,-0.2811712429131331,0.09609291369762471,-0.46951335376047754,-0.09282913206578869,Significant
0.8846844347894542,-0.27936074069903305,0.09689634274231544,-0.4692775724739713,-0.08944390892409479,Significant
0.8996822685353276,-0.2775502384849331,0.09770676864621237,-0.4690555050315094,-0.08604497193835683,Significant
0.914680102281201,-0.27573973627083315,0.0985240187479366,-0.4688468130167889,-0.08263265952487739,Significant
0.9296779360270744,-0.2739292340567332,0.09934792463717675,-0.4686511663455996,-0.07920730176786678,Significant
0.9446757697729478,-0.2721187318426332,0.10017832209463097,-0.46846824314810986,-0.07576922053715648,Significant
0.9596736035188216,-0.2703082296285332,0.10101505102799384,-0.4682977296434011,-0.07231872961366526,Significant
0.974671437264695,-0.26849772741443323,0.10185795540453313,-0.46813932000731817,-0.06885613482154829,Significant
0.9896692710105683,-0.2666872252003332,0.1027068831807616,-0.46799271623462596,-0.06538173416604048,Significant
1.0046671047564417,-0.26487672298623327,0.1035616862296692,-0.46785762799638486,-0.06189581797608165,Significant
1.019664938502315,-0.26306622077213326,0.10442222026594429,-0.4677337724933841,-0.05839866905088245,Significant
1.034662772248189,-0.26125571855803326,0.10528834476957749,-0.46762087430640514,-0.05489056280966137,Significant
1.0496606059940623,-0.25944521634393325,0.10615992290820739,-0.46751866524401975,-0.05137176744384678,Significant
